,Temperature,Fullness
0,0,0.9907489741674518
1,0,0.9907489741674518
2,0,0.9907489741674518
3,0,0.9907489741674518
4,0,0.9907489741674518
5,0,0.9907489741674518
6,0,0.9907489741674518
7,0,0.9907489741674518
8,0,0.9907489741674518
9,0,0.9907489741674518
10,0,0.9907489741674518
11,0,0.9907489741674518
12,0,0.9907489741674518
13,0,0.9907489741674518
14,0,0.9907489741674518
15,0,0.9907489741674518
16,0,0.9907489741674518
17,0,0.9907489741674518
18,0,0.9907489741674518
19,0,0.9907489741674518
20,10,0.9907489741674518
21,10,1.0
22,10,1.0
23,10,0.9907489741674518
24,10,1.0
25,10,0.9907489741674518
26,10,1.0
27,10,0.9907489741674518
28,10,0.9907489741674518
29,10,0.9907489741674518
30,10,1.0
31,10,0.9907489741674518
32,10,1.0
33,10,0.9907489741674518
34,10,0.9907489741674518
35,10,1.0
36,10,0.9907489741674518
37,10,1.0
38,10,0.9907489741674518
39,10,0.9907489741674518
40,20,1.0
41,20,0.9907489741674518
42,20,1.0
43,20,1.0
44,20,0.9907489741674518
45,20,1.0
46,20,0.9907489741674518
47,20,0.9907489741674518
48,20,0.9907489741674518
49,20,0.9907489741674518
50,20,1.0
51,20,0.9907489741674518
52,20,0.9907489741674518
53,20,0.9907489741674518
54,20,0.9907489741674518
55,20,1.0
56,20,0.9907489741674518
57,20,0.9907489741674518
58,20,1.0
59,20,0.9907489741674518
60,30,0.9907489741674518
61,30,0.9907489741674518
62,30,1.0
63,30,1.0
64,30,0.9907489741674518
65,30,1.0
66,30,1.0
67,30,0.9907489741674518
68,30,1.0
69,30,1.0
70,30,1.0
71,30,1.0
72,30,1.0
73,30,0.9907489741674518
74,30,0.9907489741674518
75,30,1.0
76,30,0.9907489741674518
77,30,0.9907489741674518
78,30,1.0
79,30,0.9907489741674518
80,40,0.9907489741674518
81,40,1.0
82,40,1.0
83,40,0.9907489741674518
84,40,1.0
85,40,1.0
86,40,1.0
87,40,0.9907489741674518
88,40,1.0
89,40,1.0
90,40,1.0
91,40,0.9907489741674518
92,40,0.9907489741674518
93,40,0.9907489741674518
94,40,1.0
95,40,0.9907489741674518
96,40,1.0
97,40,1.0
98,40,0.9907489741674518
99,40,0.9907489741674518
100,50,1.0
101,50,1.0
102,50,0.9907489741674518
103,50,1.0
104,50,1.0
105,50,1.0
106,50,1.0
107,50,0.9907489741674518
108,50,1.0
109,50,0.9907489741674518
110,50,0.9907489741674518
111,50,1.0
112,50,1.0
113,50,0.9907489741674518
114,50,0.9907489741674518
115,50,0.9907489741674518
116,50,1.0
117,50,1.0
118,50,0.9907489741674518
119,50,1.0
120,60,0.9907489741674518
121,60,0.9907489741674518
122,60,1.0
123,60,0.9907489741674518
124,60,1.0
125,60,1.0
126,60,1.0
127,60,1.0
128,60,0.9907489741674518
129,60,1.0
130,60,1.0
131,60,0.9907489741674518
132,60,1.0
133,60,1.0
134,60,0.9907489741674518
135,60,1.0
136,60,1.0
137,60,0.9907489741674518
138,60,0.9907489741674518
139,60,1.0
140,70,0.9907489741674518
141,70,0.9907489741674518
142,70,0.9907489741674518
143,70,0.9907489741674518
144,70,1.0
145,70,0.9907489741674518
146,70,1.0
147,70,0.9907489741674518
148,70,1.0
149,70,1.0
150,70,0.9907489741674518
151,70,1.0
152,70,1.0
153,70,0.9907489741674518
154,70,0.9907489741674518
155,70,1.0
156,70,0.9907489741674518
157,70,0.9907489741674518
158,70,0.9907489741674518
159,70,0.9907489741674518
160,80,1.0
161,80,0.9907489741674518
162,80,1.0
163,80,0.9907489741674518
164,80,0.9907489741674518
165,80,0.9907489741674518
166,80,1.0
167,80,0.9907489741674518
168,80,1.0
169,80,1.0
170,80,1.0
171,80,0.9907489741674518
172,80,1.0
173,80,0.9907489741674518
174,80,1.0
175,80,0.9907489741674518
176,80,1.0
177,80,1.0
178,80,0.9907489741674518
179,80,0.9907489741674518
180,90,0.9907489741674518
181,90,0.9907489741674518
182,90,0.9907489741674518
183,90,0.9907489741674518
184,90,0.9907489741674518
185,90,0.9907489741674518
186,90,1.0
187,90,1.0
188,90,1.0
189,90,1.0
190,90,0.9907489741674518
191,90,1.0
192,90,0.9907489741674518
193,90,1.0
194,90,1.0
195,90,1.0
196,90,0.9907489741674518
197,90,0.9907489741674518
198,90,1.0
199,90,0.9907489741674518
